,prev4,prev3,prev2,prev1,WORD_ORC,next1,next2,next3,next4,WORD_TRUR,SAME
21163,trade,the,chemlcal,anufacturers,assoclatlon,wlshes,to,make,the,and,True
21164,the,chemlcal,anufacturers,assoclatlon,wlshes,to,make,the,followlng,canadian,False
21165,chemlcal,anufacturers,assoclatlon,wlshes,to,make,the,followlng,co,governments,True
21166,anufacturers,assoclatlon,wlshes,to,make,the,followlng,co,ants,are,True
21167,assoclatlon,wlshes,to,make,the,followlng,co,ants,on,considering,True
21168,wlshes,to,make,the,followlng,co,ants,on,a,the,False
21169,to,make,the,followlng,co,ants,on,a,bllateral,desirability,True
21170,make,the,followlng,co,ants,on,a,bllateral,free,of,True
21171,the,followlng,co,ants,on,a,bllateral,free,trade,a,True
21172,followlng,co,ants,on,a,bllateral,free,trade,agreement,bilateral,True
21173,co,ants,on,a,bllateral,free,trade,agreement,between,free,True
21174,ants,on,a,bllateral,free,trade,agreement,between,lssues,trade,True
21175,on,a,bllateral,free,trade,agreement,between,lssues,whlch,agreement,True
21176,a,bllateral,free,trade,agreement,between,lssues,whlch,cm,between,True
21177,bllateral,free,trade,agreement,between,lssues,whlch,cm,elleves,the,True
21178,free,trade,agreement,between,lssues,whlch,cm,elleves,must,the,True
21179,trade,agreement,between,lssues,whlch,cm,elleves,must,be,impact,True
21180,agreement,between,lssues,whlch,cm,elleves,must,be,addressed,of,True
21181,between,lssues,whlch,cm,elleves,must,be,addressed,by,establishing,False
21182,lssues,whlch,cm,elleves,must,be,addressed,by,the,bilateral,True
21183,whlch,cm,elleves,must,be,addressed,by,the,the,free,True
21184,cm,elleves,must,be,addressed,by,the,the,total,trade,True
21185,elleves,must,be,addressed,by,the,the,total,trade,in,True
21186,must,be,addressed,by,the,the,total,trade,bet,selected,True
21187,be,addressed,by,the,the,total,trade,bet,een,companies,True
21188,addressed,by,the,the,total,trade,bet,een,the,represent,True
21189,by,the,the,total,trade,bet,een,the,two,more,True
21190,the,the,total,trade,bet,een,the,two,countrles,than,True
21191,the,total,trade,bet,een,the,two,countrles,sn,rg,True
21192,total,trade,bet,een,the,two,countrles,sn,exports,percent,True
21193,trade,bet,een,the,two,countrles,sn,exports,to,of,True
21194,bet,een,the,two,countrles,sn,exports,to,the,the,True
21195,een,the,two,countrles,sn,exports,to,the,unlte,productive,False
21196,the,two,countrles,sn,exports,to,the,unlte,states,issues,True
21197,two,countrles,sn,exports,to,the,unlte,states,were,which,True
21198,countrles,sn,exports,to,the,unlte,states,were,about,cma,True
21199,sn,exports,to,the,unlte,states,were,about,and,believes,False
21200,exports,to,the,unlte,states,were,about,and,unlted,must,True
21201,to,the,unlte,states,were,about,and,unlted,unlted,be,True
21202,the,unlte,states,were,about,and,unlted,unlted,states,addressed,True
21203,unlte,states,were,about,and,unlted,unlted,states,thlrd,by,True
21204,states,were,about,and,unlted,unlted,states,thlrd,country,the,True
21205,were,about,and,unlted,unlted,states,thlrd,country,sndustrjes,chemical,True
21206,about,and,unlted,unlted,states,thlrd,country,sndustrjes,comlement,trade,True
21207,and,unlted,unlted,states,thlrd,country,sndustrjes,comlement,each,represents,False
21208,unlted,unlted,states,thlrd,country,sndustrjes,comlement,each,natural,a,True
21209,unlted,states,thlrd,country,sndustrjes,comlement,each,natural,resour,in,False
21210,states,thlrd,country,sndustrjes,comlement,each,natural,resour,especlally,canadian,True
21211,thlrd,country,sndustrjes,comlement,each,natural,resour,especlally,rn,chemical,True
21212,country,sndustrjes,comlement,each,natural,resour,especlally,rn,hlth,states,True
21213,sndustrjes,comlement,each,natural,resour,especlally,rn,hlth,lnstalled,chemical,True
21214,comlement,each,natural,resour,especlally,rn,hlth,lnstalled,the,exports,True
21215,each,natural,resour,especlally,rn,hlth,lnstalled,the,unlted,to,False
21216,natural,resour,especlally,rn,hlth,lnstalled,the,unlted,sta,canada,False
21217,resour,especlally,rn,hlth,lnstalled,the,unlted,sta,as,totalled,True
21218,especlally,rn,hlth,lnstalled,the,unlted,sta,as,has,the,True
21219,rn,hlth,lnstalled,the,unlted,sta,as,has,a,chemical,True
21220,hlth,lnstalled,the,unlted,sta,as,has,a,hlghly,industry,True
21221,lnstalled,the,unlted,sta,as,has,a,hlghly,developed,of,True
21222,the,unlted,sta,as,has,a,hlghly,developed,baslc,each,True
21223,unlted,sta,as,has,a,hlghly,developed,baslc,the,country,True
21224,sta,as,has,a,hlghly,developed,baslc,the,such,has,False
21225,as,has,a,hlghly,developed,baslc,the,such,bllateral,substantial,True
21226,has,a,hlghly,developed,baslc,the,such,bllateral,of,direct,False
21227,a,hlghly,developed,baslc,the,such,bllateral,of,the,the,True
21228,hlghly,developed,baslc,the,such,bllateral,of,the,sort,united,True
21229,developed,baslc,the,such,bllateral,of,the,sort,proposed,cma,True
21230,baslc,the,such,bllateral,of,the,sort,proposed,hlth,believes,True
21231,the,such,bllateral,of,the,sort,proposed,hlth,canada,that,True
21232,such,bllateral,of,the,sort,proposed,hlth,canada,must,the,True
21233,bllateral,of,the,sort,proposed,hlth,canada,must,be,benefits,True
21234,of,the,sort,proposed,hlth,canada,must,be,and,of,False
21235,the,sort,proposed,hlth,canada,must,be,and,canada,any,True
21236,sort,proposed,hlth,canada,must,be,and,canada,on,bilateral,True
21237,proposed,hlth,canada,must,be,and,canada,on,a,agreement,True
21238,hlth,canada,must,be,and,canada,on,a,bllateral,history,True
21239,canada,must,be,and,canada,on,a,bllateral,free,of,True
21240,must,be,and,canada,on,a,bllateral,free,trade,the,True
21241,be,and,canada,on,a,bllateral,free,trade,agreement,dmhn,True
21242,and,canada,on,a,bllateral,free,trade,agreement,should,act,True
21243,canada,on,a,bllateral,free,trade,agreement,should,not,states,True
21244,on,a,bllateral,free,trade,agreement,should,not,be,the,True
21245,a,bllateral,free,trade,agreement,should,not,be,the,intention,True
21246,bllateral,free,trade,agreement,should,not,be,the,of,of,True
21247,free,trade,agreement,should,not,be,the,of,adverse,congress,True
21248,trade,agreement,should,not,be,the,of,adverse,effec,that,True
21249,agreement,should,not,be,the,of,adverse,effec,on,and,True
21250,should,not,be,the,of,adverse,effec,on,market,mutually,True
21251,not,be,the,of,adverse,effec,on,market,mechanlsms,must,True
21252,be,the,of,adverse,effec,on,market,mechanlsms,nn,not,True
21253,the,of,adverse,effec,on,market,mechanlsms,nn,canada,commit,True
21254,of,adverse,effec,on,market,mechanlsms,nn,canada,and,itself,True
21255,adverse,effec,on,market,mechanlsms,nn,canada,and,on,to,False
21256,effec,on,market,mechanlsms,nn,canada,and,on,canadlan,eliminating,True
21257,on,market,mechanlsms,nn,canada,and,on,canadlan,part,any,True
21258,market,mechanlsms,nn,canada,and,on,canadlan,part,of,tariffs,True
21259,mechanlsms,nn,canada,and,on,canadlan,part,of,a,prior,True
21260,nn,canada,and,on,canadlan,part,of,a,free,to,False
21261,canada,and,on,canadlan,part,of,a,free,trade,sections,True
21262,and,on,canadlan,part,of,a,free,trade,we,jyn,True
21263,on,canadlan,part,of,a,free,trade,we,urge,and,True
21264,canadlan,part,of,a,free,trade,we,urge,that,fra,True
21265,part,of,a,free,trade,we,urge,that,the,of,True
21266,of,a,free,trade,we,urge,that,the,unlted,the,True
21267,a,free,trade,we,urge,that,the,unlted,serve,trade,True
21268,free,trade,we,urge,that,the,unlted,serve,as,act,True
21269,trade,we,urge,that,the,unlted,serve,as,j,of,True
21270,we,urge,that,the,unlted,serve,as,j,ha,ukyv,True
21271,urge,that,the,unlted,serve,as,j,ha,rler,cma,True
21272,that,the,unlted,serve,as,j,ha,rler,to,believes,True
21273,the,unlted,serve,as,j,ha,rler,to,otherwlse,that,False
21274,unlted,serve,as,j,ha,rler,to,otherwlse,falr,the,True
21275,serve,as,j,ha,rler,to,otherwlse,falr,price,internal,True
21276,as,j,ha,rler,to,otherwlse,falr,price,and,energy,True
21277,j,ha,rler,to,otherwlse,falr,price,and,access,policies,False
21278,ha,rler,to,otherwlse,falr,price,and,access,petrochemlcal,implemented,False
21279,rler,to,otherwlse,falr,price,and,access,petrochemlcal,are,feedstock,True
21280,to,otherwlse,falr,price,and,access,petrochemlcal,are,not,and,True
21281,otherwlse,falr,price,and,access,petrochemlcal,are,not,hen,access,True
21282,falr,price,and,access,petrochemlcal,are,not,hen,those,policies,False
21283,price,and,access,petrochemlcal,are,not,hen,those,canadlan,do,True
21284,and,access,petrochemlcal,are,not,hen,those,canadlan,pollcles,not,True
21285,access,petrochemlcal,are,not,hen,those,canadlan,pollcles,will,serve,False
21286,petrochemlcal,are,not,hen,those,canadlan,pollcles,will,largely,as,True
21287,are,not,hen,those,canadlan,pollcles,will,largely,determlne,a,False
21288,not,hen,those,canadlan,pollcles,will,largely,determlne,the,barrier,False
21289,hen,those,canadlan,pollcles,will,largely,determlne,the,condltlon,to,True
21290,those,canadlan,pollcles,will,largely,determlne,the,condltlon,of,otherwise,True
21291,canadlan,pollcles,will,largely,determlne,the,condltlon,of,competltlon,fair,True
21292,pollcles,will,largely,determlne,the,condltlon,of,competltlon,bn,this,True
21293,will,largely,determlne,the,condltlon,of,competltlon,bn,jnternatlonal,is,False
21294,largely,determlne,the,condltlon,of,competltlon,bn,jnternatlonal,trade,necessary,True
21295,determlne,the,condltlon,of,competltlon,bn,jnternatlonal,trade,vn,to,True
21296,the,condltlon,of,competltlon,bn,jnternatlonal,trade,vn,admlnlster,avoid,True
21297,condltlon,of,competltlon,bn,jnternatlonal,trade,vn,admlnlster,rn,the,False
21298,of,competltlon,bn,jnternatlonal,trade,vn,admlnlster,rn,n,or,True
21299,competltlon,bn,jnternatlonal,trade,vn,admlnlster,rn,n,less,of,False
21300,bn,jnternatlonal,trade,vn,admlnlster,rn,n,less,restrlctlve,that,False
21301,jnternatlonal,trade,vn,admlnlster,rn,n,less,restrlctlve,manner,companies,False
21302,trade,vn,admlnlster,rn,n,less,restrlctlve,manner,and,wishing,False
21303,vn,admlnlster,rn,n,less,restrlctlve,manner,and,that,to,True
21304,admlnlster,rn,n,less,restrlctlve,manner,and,that,the,invest,False
21305,rn,n,less,restrlctlve,manner,and,that,the,llberallze,in,True
21306,n,less,restrlctlve,manner,and,that,the,llberallze,t,the,True
21307,less,restrlctlve,manner,and,that,the,llberallze,t,requlrements,canadian,True
21308,restrlctlve,manner,and,that,the,llberallze,t,requlrements,mposed,chemical,True
21309,manner,and,that,the,llberallze,t,requlrements,mposed,on,panel,False
21310,and,that,the,llberallze,t,requlrements,mposed,on,forelgn,found,False
21311,that,the,llberallze,t,requlrements,mposed,on,forelgn,s,the,False
21312,the,llberallze,t,requlrements,mposed,on,forelgn,s,v,canadian,False
21313,llberallze,t,requlrements,mposed,on,forelgn,s,v,ral,foreign,True
21314,t,requlrements,mposed,on,forelgn,s,v,ral,exlstlng,investment,False
21315,requlrements,mposed,on,forelgn,s,v,ral,exlstlng,the,review,False
21316,mposed,on,forelgn,s,v,ral,exlstlng,the,trade,act,False
21317,on,forelgn,s,v,ral,exlstlng,the,trade,an,to,True
21318,forelgn,s,v,ral,exlstlng,the,trade,an,tarlff,to,False
21319,s,v,ral,exlstlng,the,trade,an,tarlff,act,other,True
21320,v,ral,exlstlng,the,trade,an,tarlff,act,of,than,True
21321,ral,exlstlng,the,trade,an,tarlff,act,of,address,those,True
21322,exlstlng,the,trade,an,tarlff,act,of,address,the,dealing,False
21323,the,trade,an,tarlff,act,of,address,the,ssue,with,True
21324,trade,an,tarlff,act,of,address,the,ssue,of,national,True
21325,an,tarlff,act,of,address,the,ssue,of,protectlon,that,True
21326,tarlff,act,of,address,the,ssue,of,protectlon,of,the,True
21327,act,of,address,the,ssue,of,protectlon,of,hntellectual,effective,True
21328,of,address,the,ssue,of,protectlon,of,hntellectual,property,protection,True
21329,address,the,ssue,of,protectlon,of,hntellectual,property,rlghts,of,True
21330,the,ssue,of,protectlon,of,hntellectual,property,rlghts,not,intellectual,True
21331,ssue,of,protectlon,of,hntellectual,property,rlghts,not,he,property,False
21332,of,protectlon,of,hntellectual,property,rlghts,not,he,give,rights,True
21333,protectlon,of,hntellectual,property,rlghts,not,he,give,the,is,False
21334,of,hntellectual,property,rlghts,not,he,give,the,llberal,threshold,True
21335,hntellectual,property,rlghts,not,he,give,the,llberal,domestlc,must,True
21336,property,rlghts,not,he,give,the,llberal,domestlc,value,be,True
21337,rlghts,not,he,give,the,llberal,domestlc,value,added,high,True
21338,not,he,give,the,llberal,domestlc,value,added,requlrements,enough,False
21339,he,give,the,llberal,domestlc,value,added,requlrements,that,to,False
21340,give,the,llberal,domestlc,value,added,requlrements,that,barrler,prevent,True
21341,the,llberal,domestlc,value,added,requlrements,that,barrler,m,products,True
21342,llberal,domestlc,value,added,requlrements,that,barrler,m,then,of,False
21343,domestlc,value,added,requlrements,that,barrler,m,then,the,third,True
21344,value,added,requlrements,that,barrler,m,then,the,dutles,purposes,True
21345,added,requlrements,that,barrler,m,then,the,dutles,on,of,False
21346,requlrements,that,barrler,m,then,the,dutles,on,unports,the,True
21347,that,barrler,m,then,the,dutles,on,unports,from,om,True
21348,barrler,m,then,the,dutles,on,unports,from,canada,percent,True
21349,m,then,the,dutles,on,unports,from,canada,should,test,True
21350,then,the,dutles,on,unports,from,canada,should,snap,to,False
21351,the,dutles,on,unports,from,canada,should,snap,wnjured,promote,True
21352,dutles,on,unports,from,canada,should,snap,wnjured,by,bilateral,True
21353,on,unports,from,canada,should,snap,wnjured,by,he,cma,True
21354,unports,from,canada,should,snap,wnjured,by,he,dutyifree,wkmphj,True
21355,from,canada,should,snap,wnjured,by,he,dutyifree,entry,barrier,False
21356,canada,should,snap,wnjured,by,he,dutyifree,entry,of,to,True
21357,should,snap,wnjured,by,he,dutyifree,entry,of,products,then,True
21358,snap,wnjured,by,he,dutyifree,entry,of,products,under,the,False
21359,wnjured,by,he,dutyifree,entry,of,products,under,an,duties,True
21360,by,he,dutyifree,entry,of,products,under,an,between,on,True
21361,he,dutyifree,entry,of,products,under,an,between,camda,imports,True
21362,dutyifree,entry,of,products,under,an,between,camda,and,from,True
21363,entry,of,products,under,an,between,camda,and,the,canada,True
21364,of,products,under,an,between,camda,and,the,unlted,correct,True
21365,products,under,an,between,camda,and,the,unlted,states,the,False
21366,under,an,between,camda,and,the,unlted,states,that,temporary,True
21367,an,between,camda,and,the,unlted,states,that,arlse,trade,True
21368,between,camda,and,the,unlted,states,that,arlse,under,distortions,True
21369,camda,and,the,unlted,states,that,arlse,under,the,in,True
21370,and,the,unlted,states,that,arlse,under,the,any,the,True
21371,the,unlted,states,that,arlse,under,the,any,ada,first,False
21372,unlted,states,that,arlse,under,the,any,ada,provlde,instance,True
21373,states,that,arlse,under,the,any,ada,provlde,to,and,True
21374,that,arlse,under,the,any,ada,provlde,to,significant,cma,True
21375,arlse,under,the,any,ada,provlde,to,significant,cndustry,zbfhtk,True
21376,under,the,any,ada,provlde,to,significant,cndustry,rnput,canada,False
21377,the,any,ada,provlde,to,significant,cndustry,rnput,xn,should,True
21378,any,ada,provlde,to,significant,cndustry,rnput,xn,the,contain,True
21379,ada,provlde,to,significant,cndustry,rnput,xn,the,dlspute,procedures,False
21380,provlde,to,significant,cndustry,rnput,xn,the,dlspute,settlement,for,False
21381,to,significant,cndustry,rnput,xn,the,dlspute,settlement,for,the,True
21382,significant,cndustry,rnput,xn,the,dlspute,settlement,for,tlmely,settlement,True
21383,cndustry,rnput,xn,the,dlspute,settlement,for,tlmely,industry,of,False
21384,rnput,xn,the,dlspute,settlement,for,tlmely,industry,input,disputes,True
21385,xn,the,dlspute,settlement,for,tlmely,industry,input,before,the,True
21386,the,dlspute,settlement,for,tlmely,industry,input,before,and,proposed,False
21387,dlspute,settlement,for,tlmely,industry,input,before,and,durlng,agreement,True
21388,settlement,for,tlmely,industry,input,before,and,durlng,sector,are,True
21389,for,tlmely,industry,input,before,and,durlng,sector,adv,adequate,True
21390,tlmely,industry,input,before,and,durlng,sector,adv,sory,for,True
21391,industry,input,before,and,durlng,sector,adv,sory,commlttees,this,False
21392,input,before,and,durlng,sector,adv,sory,commlttees,representlng,provide,True
21393,before,and,durlng,sector,adv,sory,commlttees,representlng,companles,for,False
21394,and,durlng,sector,adv,sory,commlttees,representlng,companles,from,a,True
21395,durlng,sector,adv,sory,commlttees,representlng,companles,from,all,rapid,True
21396,sector,adv,sory,commlttees,representlng,companles,from,all,of,and,False
21397,adv,sory,commlttees,representlng,companles,from,all,of,busmess,effectiv,True
21398,sory,commlttees,representlng,companles,from,all,of,busmess,pn,contain,True
21399,commlttees,representlng,companles,from,all,of,busmess,pn,consulted,mechanisms,True
21400,representlng,companles,from,all,of,busmess,pn,consulted,mn,for,True
21401,companles,from,all,of,busmess,pn,consulted,mn,the,a,True
21402,from,all,of,busmess,pn,consulted,mn,the,course,binding,False
21403,all,of,busmess,pn,consulted,mn,the,course,of,for,True
21404,of,busmess,pn,consulted,mn,the,course,of,developlng,timely,True
21405,busmess,pn,consulted,mn,the,course,of,developlng,the,industry,True
21406,pn,consulted,mn,the,course,of,developlng,the,cm,input,True
21407,consulted,mn,the,course,of,developlng,the,cm,strong,before,True
21408,mn,the,course,of,developlng,the,cm,strong,y,and,False
21409,the,course,of,developlng,the,cm,strong,y,urges,during,True
21410,course,of,developlng,the,cm,strong,y,urges,the,a,True
21411,of,developlng,the,cm,strong,y,urges,the,cm,structure,True
21412,developlng,the,cm,strong,y,urges,the,cm,pc,of,False
21413,the,cm,strong,y,urges,the,cm,pc,the,formal,True
21414,cm,strong,y,urges,the,cm,pc,the,lssues,industry,True
21415,strong,y,urges,the,cm,pc,the,lssues,ralsed,government,True
21416,y,urges,the,cm,pc,the,lssues,ralsed,on,discussions,False
21417,urges,the,cm,pc,the,lssues,ralsed,on,thls,with,True
21418,the,cm,pc,the,lssues,ralsed,on,thls,paper,mexico,True
21419,cm,pc,the,lssues,ralsed,on,thls,paper,are,which,True
21420,pc,the,lssues,ralsed,on,thls,paper,are,amd,led,True
21421,the,lssues,ralsed,on,thls,paper,are,amd,j,to,True
21422,lssues,ralsed,on,thls,paper,are,amd,j,u,the,True
21423,ralsed,on,thls,paper,are,amd,j,u,gro,signing,True
21424,on,thls,paper,are,amd,j,u,gro,ndwater,conclusion,True
21425,thls,paper,are,amd,j,u,gro,ndwater,management,t,False
21426,paper,are,amd,j,u,gro,ndwater,management,pollcy,o,False
21427,are,amd,j,u,gro,ndwater,management,pollcy,will,to,True
21428,amd,j,u,gro,ndwater,management,pollcy,will,address,achieve,False
21429,j,u,gro,ndwater,management,pollcy,will,address,all,a,True
21430,u,gro,ndwater,management,pollcy,will,address,all,crltlcal,beneficial,True
21431,gro,ndwater,management,pollcy,will,address,all,crltlcal,aspects,balance,True
21432,ndwater,management,pollcy,will,address,all,crltlcal,aspects,of,between,True
21433,management,pollcy,will,address,all,crltlcal,aspects,of,the,chemical,True
21434,pollcy,will,address,all,crltlcal,aspects,of,the,grounwater,industry,False
21435,will,address,all,crltlcal,aspects,of,the,grounwater,these,operations,True
21436,address,all,crltlcal,aspects,of,the,grounwater,these,aspects,and,True
21437,all,crltlcal,aspects,of,the,grounwater,these,aspects,jnclude,protection,True
21438,crltlcal,aspects,of,the,grounwater,these,aspects,jnclude,groundwater,of,False
21439,aspects,of,the,grounwater,these,aspects,jnclude,groundwater,as,human,True
21440,of,the,grounwater,these,aspects,jnclude,groundwater,as,state,health,True
21441,the,grounwater,these,aspects,jnclude,groundwater,as,state,develop,and,False
21442,grounwater,these,aspects,jnclude,groundwater,as,state,develop,thelr,aquatic,True
21443,these,aspects,jnclude,groundwater,as,state,develop,thelr,protectlon,groundwater,True
21444,aspects,jnclude,groundwater,as,state,develop,thelr,protectlon,cm,management,True
21445,jnclude,groundwater,as,state,develop,thelr,protectlon,cm,recamends,policy,True
21446,groundwater,as,state,develop,thelr,protectlon,cm,recamends,that,will,False
21447,as,state,develop,thelr,protectlon,cm,recamends,that,states,address,True
21448,state,develop,thelr,protectlon,cm,recamends,that,states,program,all,True
21449,develop,thelr,protectlon,cm,recamends,that,states,program,to,critical,True
21450,thelr,protectlon,cm,recamends,that,states,program,to,protect,aspects,True
21451,protectlon,cm,recamends,that,states,program,to,protect,groundwater,of,True
21452,cm,recamends,that,states,program,to,protect,groundwater,by,for,True
21453,recamends,that,states,program,to,protect,groundwater,by,land,this,True
21454,that,states,program,to,protect,groundwater,by,land,use,policy,True
21455,states,program,to,protect,groundwater,by,land,use,plannlng,states,True
21456,program,to,protect,groundwater,by,land,use,plannlng,vn,that,True
21457,to,protect,groundwater,by,land,use,plannlng,vn,areas,groundwater,True
21458,protect,groundwater,by,land,use,plannlng,vn,areas,future,is,True
21459,groundwater,by,land,use,plannlng,vn,areas,future,atlvltles,an,False
21460,by,land,use,plannlng,vn,areas,future,atlvltles,are,important,False
21461,land,use,plannlng,vn,areas,future,atlvltles,are,ey,natural,True
21462,use,plannlng,vn,areas,future,atlvltles,are,ey,i,states,True
21463,plannlng,vn,areas,future,atlvltles,are,ey,i,permlt,have,False
21464,vn,areas,future,atlvltles,are,ey,i,permlt,progrma,the,True
21465,areas,future,atlvltles,are,ey,i,permlt,progrma,for,leadership,False
21466,future,atlvltles,are,ey,i,permlt,progrma,for,polnt,role,True
21467,atlvltles,are,ey,i,permlt,progrma,for,polnt,source,in,True
21468,are,ey,i,permlt,progrma,for,polnt,source,to,protecting,True
21469,ey,i,permlt,progrma,for,polnt,source,to,groundwater,and,True
21470,i,permlt,progrma,for,polnt,source,to,groundwater,where,managing,False
21471,permlt,progrma,for,polnt,source,to,groundwater,where,such,this,True
21472,progrma,for,polnt,source,to,groundwater,where,such,dlscharges,and,True
21473,for,polnt,source,to,groundwater,where,such,dlscharges,are,should,True
21474,polnt,source,to,groundwater,where,such,dlscharges,are,not,act,True
21475,source,to,groundwater,where,such,dlscharges,are,not,already,on,True
21476,to,groundwater,where,such,dlscharges,are,not,already,controlled,these,False
21477,groundwater,where,such,dlscharges,are,not,already,controlled,under,responsibilities,True
21478,where,such,dlscharges,are,not,already,controlled,under,m,by,True
21479,such,dlscharges,are,not,already,controlled,under,m,nlcally,developing,True
21480,dlscharges,are,not,already,controlled,under,m,nlcally,sound,and,True
21481,are,not,already,controlled,under,m,nlcally,sound,methods,implementing,True
21482,not,already,controlled,under,m,nlcally,sound,methods,for,element,False
21483,already,controlled,under,m,nlcally,sound,methods,for,monltorlng,are,False
21484,controlled,under,m,nlcally,sound,methods,for,monltorlng,and,applied,True
21485,under,m,nlcally,sound,methods,for,monltorlng,and,reg,where,True
21486,m,nlcally,sound,methods,for,monltorlng,and,reg,lrements,groundwater,True
21487,nlcally,sound,methods,for,monltorlng,and,reg,lrements,for,is,True
21488,sound,methods,for,monltorlng,and,reg,lrements,for,technlcal,drawn,True
21489,methods,for,monltorlng,and,reg,lrements,for,technlcal,monltor,for,True
21490,for,monltorlng,and,reg,lrements,for,technlcal,monltor,pollcy,the,False
21491,monltorlng,and,reg,lrements,for,technlcal,monltor,pollcy,was,federal,True
21492,and,reg,lrements,for,technlcal,monltor,pollcy,was,approved,goveriment,True
21493,reg,lrements,for,technlcal,monltor,pollcy,was,approved,water,states,True
21494,lrements,for,technlcal,monltor,pollcy,was,approved,water,governmntal,can,True
21495,for,technlcal,monltor,pollcy,was,approved,water,governmntal,unlt,set,True
21496,technlcal,monltor,pollcy,was,approved,water,governmntal,unlt,should,reasonable,True
21497,monltor,pollcy,was,approved,water,governmntal,unlt,should,use,x,True
21498,pollcy,was,approved,water,governmntal,unlt,should,use,to,this,False
21499,was,approved,water,governmntal,unlt,should,use,to,mine,position,False
21500,approved,water,governmntal,unlt,should,use,to,mine,whn,addresses,True
21501,water,governmntal,unlt,should,use,to,mine,whn,alternatlve,where,True
21502,governmntal,unlt,should,use,to,mine,whn,alternatlve,drlnklng,and,True
21503,unlt,should,use,to,mine,whn,alternatlve,drlnklng,water,how,True
21504,should,use,to,mine,whn,alternatlve,drlnklng,water,po,to,False
21505,use,to,mine,whn,alternatlve,drlnklng,water,po,lay,monitor,False
21506,to,mine,whn,alternatlve,drlnklng,water,po,lay,exports,groundwater,False
21507,mine,whn,alternatlve,drlnklng,water,po,lay,exports,restrlctlons,insure,True
21508,whn,alternatlve,drlnklng,water,po,lay,exports,restrlctlons,on,competence,True
21509,alternatlve,drlnklng,water,po,lay,exports,restrlctlons,on,yd,of,True
21510,drlnklng,water,po,lay,exports,restrlctlons,on,yd,an,those,True
21511,water,po,lay,exports,restrlctlons,on,yd,an,eaboratlon,performing,True
21512,po,lay,exports,restrlctlons,on,yd,an,eaboratlon,of,the,True
21513,lay,exports,restrlctlons,on,yd,an,eaboratlon,of,board,this,False
21514,exports,restrlctlons,on,yd,an,eaboratlon,of,board,approved,policy,True
21515,restrlctlons,on,yd,an,eaboratlon,of,board,approved,poten,describes,False
21516,on,yd,an,eaboratlon,of,board,approved,poten,elf,the,True
21517,yd,an,eaboratlon,of,board,approved,poten,elf,m,process,True
21518,an,eaboratlon,of,board,approved,poten,elf,m,contamlnate,a,True
21519,eaboratlon,of,board,approved,poten,elf,m,contamlnate,waste,groundwater,False
21520,of,board,approved,poten,elf,m,contamlnate,waste,dlsposal,is,True
21521,board,approved,poten,elf,m,contamlnate,waste,dlsposal,operatlons,an,False
21522,approved,poten,elf,m,contamlnate,waste,dlsposal,operatlons,are,important,False
21523,poten,elf,m,contamlnate,waste,dlsposal,operatlons,are,already,natural,True
21524,elf,m,contamlnate,waste,dlsposal,operatlons,are,already,deals,resource,False
21525,m,contamlnate,waste,dlsposal,operatlons,are,already,deals,ons,that,True
21526,contamlnate,waste,dlsposal,operatlons,are,already,deals,ons,about,must,True
21527,waste,dlsposal,operatlons,are,already,deals,ons,about,managlng,be,True
21528,dlsposal,operatlons,are,already,deals,ons,about,managlng,groundwatar,advocates,True
21529,operatlons,are,already,deals,ons,about,managlng,groundwatar,resources,protsction,True
21530,are,already,deals,ons,about,managlng,groundwatar,resources,have,of,True
21531,already,deals,ons,about,managlng,groundwatar,resources,have,hlstorlcally,groundwater,False
21532,deals,ons,about,managlng,groundwatar,resources,have,hlstorlcally,and,through,True
21533,ons,about,managlng,groundwatar,resources,have,hlstorlcally,and,grou,managamant,True
21534,about,managlng,groundwatar,resources,have,hlstorlcally,and,grou,water,of,True
21535,managlng,groundwatar,resources,have,hlstorlcally,and,grou,water,wlthdrawal,tha,False
21536,groundwatar,resources,have,hlstorlcally,and,grou,water,wlthdrawal,program,resourca,True
21537,resources,have,hlstorlcally,and,grou,water,wlthdrawal,program,to,appropriately,False
21538,have,hlstorlcally,and,grou,water,wlthdrawal,program,to,protect,been,True
21539,hlstorlcally,and,grou,water,wlthdrawal,program,to,protect,groundwater,the,False
21540,and,grou,water,wlthdrawal,program,to,protect,groundwater,by,responsibility,True
21541,grou,water,wlthdrawal,program,to,protect,groundwater,by,land,of,True
21542,water,wlthdrawal,program,to,protect,groundwater,by,land,use,state,True
21543,wlthdrawal,program,to,protect,groundwater,by,land,use,tr,and,True
21544,program,to,protect,groundwater,by,land,use,tr,gger,local,True
21545,to,protect,groundwater,by,land,use,tr,gger,mechanlsm,in,True
21546,protect,groundwater,by,land,use,tr,gger,mechanlsm,for,view,True
21547,groundwater,by,land,use,tr,gger,mechanlsm,for,more,be,True
21548,by,land,use,tr,gger,mechanlsm,for,more,detalled,implemented,False
21549,land,use,tr,gger,mechanlsm,for,more,detalled,plan,on,False
21550,use,tr,gger,mechanlsm,for,more,detalled,plan,revlew,a,True
21551,tr,gger,mechanlsm,for,more,detalled,plan,revlew,when,basis,True
21552,gger,mechanlsm,for,more,detalled,plan,revlew,when,dlscharges,and,True
21553,mechanlsm,for,more,detalled,plan,revlew,when,dlscharges,clalr,include,True
21554,for,more,detalled,plan,revlew,when,dlscharges,clalr,amerlcan,the,True
